response,title,main_desc,prerequisite,what_u_learn,instructor,inst_desig,inst_bio,total_duration,total_duration_unit,course_start_date,contents,display_price,emi,currency
<200 https://www.udacity.com/course/hybrid-cloud-engineer-nanodegree--nd321>,Become a Hybrid Cloud Engineer,<p>Be at the forefront of cloud technology by learning how to design and deploy hybrid cloud infrastructure and applications.</p>,Experience working with command line and virtual machines,"This Nanodegree program, built in collaboration with experts from Nutanix, a leader in the cutting-edge field of hyperconverged infrastructure software, takes cloud technology and data-center professionals on an in-depth journey into the design, deployment, and management of infrastructure and applications together on the Hybrid Cloud. Master the concepts you need to transform how your IT teams manage applications and support the business.",Mark Lavi| Cees van Eijk,"Principal DevOps Advocate, Nutanix| Senior Education Manager, Nutanix","With over twenty years of Silicon Valley experience, Mark was a senior web master at Netscape, Silicon Graphics, CNN, and News Corp., a Technology Evangelist in Netscape Developer Relations covering JavaScript and LDAP, and has held management roles in engineering and operations.| Cees has held various positions as an instructor, Big Data analyst, course developer, and product manager for mainframes and monolithic systems. In the field of virtualization and Cloud, he was a product manager and now manages the team of instructors at Nutanix.",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Modern Private Cloud Infrastructure</heading><subheading><item1>Private Cloud Web Application Infrastructure</item1><item2>Private Cloud SaaS: Three-Tier Web Application</item2><item3>Hybrid Cloud SaaS: Three-Tier Web Application</item3></subheading></module1><module2><heading>On-Premises Private Cloud Automation</heading><subheading></subheading></module2><module3><heading>Public and Hybrid Cloud Management</heading><subheading></subheading></module3></mainmodule>",58257,22849,INR
<200 https://www.udacity.com/course/security-architect-nanodegree--nd992>,Security Architect,<p>Meet the growing demand for security architects and learn the skills required to advance your cybersecurity career.</p>,Linux and AWS,You’ll master the skills necessary to become a successful security architect. Learn core strategies and implementation elements of security infrastructure design and management at an enterprise level.,Erick Galinkin| Sjon-Paul Brown|  Abhinav Singh|  William O. Ferguson,Principal AI Researcher | Rapid7| Senior DevOps Engineer| Cybersecurity Researcher| Cloud Architect ,"Erick Galinkin is a hacker and computer scientist, leading research at the intersection of security and artificial intelligence at Rapid7. He has spoken at numerous industry and academic conferences on topics ranging from malware development to game theory in security.| Sjon-Paul Brown is a DevOps Engineer and DevOps Consultant who helps companies streamline and secure their cloud environments and development processes. He has formally worked with varying startups and enterprises to ensure to that software can be securely developed and deployed in an agile manner.| Abhinav is a cybersecurity researcher with nearly a decade of experience working for global leaders in security technology, financial institutions and as an independent consultant. He is the author of Metasploit Penetration Testing Cookbook and Instant Wireshark Starter, as well as many papers, articles, and blogs.| William serves as an SME for complex Information Assurance and Security Engineering efforts worldwide. He helps foster a better view into the globalized challenges of secure computing worldwide as a Global Digital Professional with intimate knowledge of both domestic and foreign network infrastructures.",4,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Security Architecture Planning & Design</heading><subheading><item1>Conduct an Application Security Review</item1><item2>Architecting IAM Implementation with Enforcement</item2><item3>Watertight Security</item3><item4>Incident Response and Business Continuity for Micro-Assurances</item4></subheading></module1><module2><heading>Enterprise Identity and Access Control</heading><subheading></subheading></module2><module3><heading>Infrastructure & Network Security Architecture Planning & Design</heading><subheading></subheading></module3><module4><heading>Incident Response & Business Continuity Architecture Planning, Design & Implementation</heading><subheading></subheading></module4></mainmodule>",77676,22849,INR
<200 https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118>,Programming for Data Science with R,"<p>Prepare for a data science career by learning the fundamental data programming tools: R, SQL, command line, and git. </p>",None,"Learn the programming fundamentals required for a career in data science. By the end of the program, you will be able to use R, SQL, Command Line, and Git.",Josh Bernhard | Derek Steer| Juno Lee | Richard Kalehoff| Karl Krueger,Data Scientist at Nerd Wallet | CEO at Mode| Curriculum Lead at Udacity| Instructor| Command Line Instructor,"Josh has been sharing his passion for data for nearly a decade at all levels of university, and as Lead Data Science Instructor at Galvanize. He's used data science for work ranging from cancer research to process automation.| Derek is the CEO of Mode Analytics. He developed an analytical foundation at Facebook and Yammer and is passionate about sharing it with future analysts. He authored SQL School and is a mentor at Insight Data Science.| Juno is the curriculum lead for the School of Data Science. She has been sharing her passion for data and teaching, building several courses at Udacity. As a data scientist, she built recommendation engines, computer vision and NLP models, and tools to analyze user behavior.| Richard is a Course Developer with a passion for teaching. He has a degree in computer science, and first worked for a nonprofit doing everything from front end web development, to backend programming, to database and server management.| Before joining Udacity, Karl was a Site Reliability Engineer (SRE) at Google for eight years, building automation and monitoring to keep the world's busiest web services online.",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Introduction to SQL</heading><subheading><item1>Investigate a Database</item1><item2>Explore US Bikeshare Data</item2><item3>Post your work on Github</item3></subheading></module1><module2><heading>Introduction to R Programming</heading><subheading></subheading></module2><module3><heading>Introduction to Version Control</heading><subheading></subheading></module3></mainmodule>",58257,22849,INR
<200 https://www.udacity.com/course/ai-product-manager-nanodegree--nd088>,Become an AI Product Manager,<p>Learn to develop AI products that deliver business value. Build skills that help you compete in the new AI-powered world. </p>,No Experience Required,"You’ll learn how to evaluate the business value of an AI product. You’ll start by building familiarity and fluency with common AI concepts. You’ll then learn how to scope and build a data set, train a model, and evaluate its business impact. Finally, you’ll learn how to ensure a product is successful by focusing on scalability, potential biases, and compliance. 

Along the way, you’ll review case studies and examples to help you focus on how to define metrics to measure the business value for a proposed product. ",Alyssa Simpson-Rochwerger| Meeta Dash| Kiran Vajapey| Kirsten Gokay| Andrea Butkovic,VP of AI and Data at Appen| VP of Product at Appen| Senior HCI Developer at Appen| Product Manager at Appen| Product Manager at Appen,"Alyssa is a customer-driven product leader with proven experience in scaling products from conception to large-scale ROI. As Director of Product Management at IBM Watson, she oversaw the development of a large portfolio of AI products.| Meeta Dash is VP of Products at Appen, which builds AI products to help enterprises solve real world use cases. An NIT India BTech and UCDavis MBA, she's built AI and Voice/Video products at Cisco, Tokbox and CA.| Kiran Vajapey is an HCI Developer working on creating new products and interfaces to advance AI in industry. Kiran has a Master's in CS from Cornell and has previous experience in HR Tech, Fintech, and product architecture.| Kirsten received her Bachelor’s degree in Linguistics from UC Davis. With a background in Customer Success, she’s passionate about solving complex problems with easy-to-use products.| Andrea Butkovic is a product manager focused on creating machine learning powered annotation tools for AI teams at Appen. Andrea has a degree in Geography from UC Berkeley with a focus in Cartography.",2,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Introduction to AI in Business</heading><subheading><item1>Create a Medical Image Annotation Data Set with Appen</item1><item2>Build a Model with Google AutoML</item2><item3>Capstone Project</item3></subheading></module1><module2><heading>Creating a Dataset</heading><subheading></subheading></module2><module3><heading>Building a Model</heading><subheading></subheading></module3><module4><heading>Measuring Impact and Updating Models</heading><subheading></subheading></module4></mainmodule>",38838,22849,INR
<200 https://www.udacity.com/course/ai-for-business-leaders--nd054>,AI for Business Leaders,"<p>Master the foundations of artificial intelligence so you can strategically implement AI in your company. Leverage machine learning technologies to power corporate growth, increase efficiency, and enhance customer experiences.</p>","Statistics, Probability, and Business Experience","You’ll develop foundational technical knowledge of machine learning and the business applications of artificial intelligence across industries. Through practical case studies, you’ll learn what strategic questions to ask, and how to formulate proposals when evaluating opportunities to embed machine learning processes and artificial intelligence technology into a corporate strategy. Finally, in the capstone project, you will build an AI-backed strategy that can be integrated into your own business.",William Ross| Luis Serrano| Josh Bernhard ,"Founder, Product Manager, & Corporate Development Leader| AI Engineer at Apple| Data Scientist at Nerd Wallet ","William Ross is an experienced investor in AI and ML, and previously worked with IBM's Watson group managing a variety of PM and corporate dev teams. Today, he is the co-founder of a Silicon Valley-based AI startup. He attended Stanford's Graduate School of Business. 


| Luis was formerly a Machine Learning Engineer at Google. He holds a PhD in mathematics from the University of Michigan, and a Postdoctoral Fellowship at the University of Quebec at Montreal.| Josh has been sharing his passion for data for nearly a decade at all levels of university, and as Lead Data Science Instructor at Galvanize. He's used data science for work ranging from cancer research to process automation.","4,8",weeks,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>The Paradigm Shift</heading><subheading><item1>Project Details</item1></subheading></module1><module2><heading>The Math Behind the Magic</heading><subheading></subheading></module2><module3><heading>Architectures of AI Systems</heading><subheading></subheading></module3><module4><heading>Working with Data</heading><subheading></subheading></module4><module5><heading>Accuracy, Bias, and Ethics</heading><subheading></subheading></module5><module6><heading>Gathering Feedback</heading><subheading></subheading></module6><module7><heading>Thinking Bigger</heading><subheading></subheading></module7><module8><heading>CAPSTONE PROJECT - Deliver a Machine Learning / AI Strategy</heading><subheading></subheading></module8></mainmodule>",38838,22849,INR
<200 https://www.udacity.com/course/ai-for-healthcare-nanodegree--nd320>,AI for Healthcare,"<p>Be at the forefront of the revolution of AI in Healthcare, and transform patient outcomes. Enable enhanced medical decision-making powered by machine learning to build the treatments of the future.</p>","Intermediate Python, and Experience with Machine Learning","Learn to build, evaluate, and integrate predictive models that have the power to transform patient outcomes.  Begin by classifying and segmenting 2D and 3D medical images to augment diagnosis and then move on to modeling patient outcomes with electronic health records to optimize clinical trial testing decisions. Finally, build an algorithm that uses data collected from wearable devices to estimate the wearer’s pulse rate in the presence of motion.",Nikhil Bikhchandani| Emily Lindemer| Mazen Zawaideh| Ivan Tarapov| Michael DAndrea,Data Scientist at Verily Life Sciences| Director of Data Science & Analytics at Wellframe| Radiologist| Sr. Program Manager at Microsoft Research| Principal Data Scientist at Genentech,"Nikhil Bikhchandani spent five years working with wearable devices at Google and Verily Life Sciences. His work with wearables spans many domains including cardiovascular disease, neurodegenerative diseases, and diabetes. Before Alphabet, he earned a B.S. and M.S. in EE and CS at Carnegie Mellon.| Emily is an expert in AI for both medical imaging and translational digital healthcare. She holds a PhD from Harvard-MIT's Health Sciences & Technology division and founded her own digital health company in the opioid space. She now runs the data science division of Wellframe.| Mazen Zawaideh is a Neuroradiology Fellow at the University of Washington, where he focuses on advanced diagnostic imaging and minimally invasive therapeutics. He also served as a Radiology Consultant for Microsoft Research for AI applications in oncologic imaging.| At Microsoft Research, Ivan works on robust auto-segmentation algorithms for MRI and CT images. He has worked with Physio-Control, Stryker, Medtronic, and Abbott, where he has helped develop external and internal cardiac defibrillators, insulin pumps, telemedicine, and medical imaging systems.
| Michael is on the Pharma Development Informatics team at Genentech (part of the Roche Group), where he works on improving clinical trials and developing safer, personalized treatments with clinical and EHR data. Previously, he was a Lead Data Scientist on the AI team at McKesson's Change Healthcare. ",4,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Applying AI to 2D Medical Imaging Data</heading><subheading><item1>Pneumonia Detection from Chest X-Rays</item1><item2>Hippocampus Volume Quantification for Alzheimer's Progression</item2><item3>Patient Selection for Diabetes Drug Testing</item3><item4>Motion Compensated Pulse Rate Estimation</item4></subheading></module1><module2><heading>Applying AI to 3D Medical Imaging Data</heading><subheading></subheading></module2><module3><heading>Applying AI to EHR Data</heading><subheading></subheading></module3><module4><heading>Applying AI to Wearable Device Data</heading><subheading></subheading></module4></mainmodule>",77676,22849,INR
<200 https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032>,Learn Intermediate JavaScript,"<p>Master JavaScript, the most popular programming language in the world. Be equipped for advanced roles in web development, server-side application development, and desktop development.</p>",Basic JavaScript,"The goal of the Intermediate JavaScript Nanodegree program is to prepare students for roles in web development, server-side application development, and desktop development that require a more advanced set of JavaScript skills. This program will also prepare students with the skills required to use JavaScript frameworks like React, Angular, and Vue. ",Alyssa Hope| Rachel Manning| Andrew Wong| Richard Kalehoff ,Software Developer at Seamgen| Front End Developer at Acquia| Developer Advocate at Adyen| Software Engineer at Udacity,"Alyssa is a full stack developer who was previously the lead instructor at a coding bootcamp. With a degree in International Communications, her passion is to express thoughts well, whether in code or writing.| Rachel is a front end web developer at Acquia and spent 3 years as the curriculum developer for a Silicon Beach bootcamp. An advocate for continued learning, she is passionate about mentoring women and students in technology.| Andrew is a Course Developer who enjoys making the world a better place through code. He first discovered his passion for teaching as an instructor at App Academy, and continues to enjoy empowering students to advance their education.| Richard is a Course Developer with a passion for teaching. He has a degree in computer science, and first worked for a nonprofit doing everything from front end web development, to backend programming, to database and server management.",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Object Oriented JavaScript</heading><subheading><item1>Create a User-generated Infographic</item1><item2>Create a Mars Rover Dashboard</item2><item3>Build a UdaciRacer Simulation Game</item3></subheading></module1><module2><heading>Functional Programming</heading><subheading></subheading></module2><module3><heading>Asynchronous Programming in JavaScript</heading><subheading></subheading></module3></mainmodule>",58257,22849,INR
<200 https://www.udacity.com/course/predictive-analytics-for-business-nanodegree--nd008t>,Predictive Analytics for Business,<p>Learn to apply predictive analytics and business intelligence to solve real-world business problems</p>,"Algebra, Descriptive Statistics, and Excel",Learn to apply predictive analytics and business intelligence to solve real-world business problems.,Patrick Nussbaumer| Ben Burkholder| Maureen Wolfson| Rod Light| Tony Moses,Instructor| Instructor| Instructor| Instructor| Instructor,"Patrick Nussbaumer is Technical Activation Director at Alteryx, Inc. Prior to Alteryx, Patrick has spent the past 20 years in a variety of roles focused on data analysis, telecommunications, and financial services industries.| Ben Burkholder is a senior solution engineer at Alteryx, Inc. In this role he works extensively with clients to help develop plans to solve complex business problems around data preparation, geospatial analysis, and predictive analytics.| Maureen Wolfson is a Solution Engineer at Alteryx, Inc. She has more than 20 years of data analysis expertise specializing in data, customer and geospatial analysis.| Rod Light is a Solutions Engineer Practice Lead at Alteryx, where he helps customers and prospects design data analytics solutions for their businesses using Alteryx.| Tony Moses is a Solutions Engineer at Alteryx, Inc. He works with customers to help develop plans to solve complex business problems around data preparation, geospatial analysis and predictive analytics.",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Problem Solving with Advanced Analytics</heading><subheading><item1>Predict Sales for a Catalog Launch</item1><item2>Create an Analytical Dataset</item2><item3>Predict Loan Default Risk</item3><item4>A/B Test a Menu Launch</item4><item5>Combine Predictive Techniques</item5></subheading></module1><module2><heading>Data Wrangling</heading><subheading></subheading></module2><module3><heading>Classification Models</heading><subheading></subheading></module3><module4><heading>A/B Testing</heading><subheading></subheading></module4><module5><heading>Time Series Forecasting</heading><subheading></subheading></module5><module6><heading>Segmentation and Clustering</heading><subheading></subheading></module6></mainmodule>", ,,INR
<200 https://www.udacity.com/course/data-science-for-business-leaders--nd045>,Data Science for Business Leaders,"<p>Master the strategic decision-making skills for the people, platforms, and processes required to leverage the power of Data Science in your business.</p>","Statistics, Probability, and Business Experience","This course provides business leaders and managers with strategies and guidelines for how best to solve the human capital, technological, and management challenges of building data science into the business. Students will gain skills in identifying opportunities for data science across many functional areas of the business, as well as learn the tools to prioritize and execute on those opportunities as part of a data science initiative.",Ed Wiley,"Chief Technology Officer, Enveda Therapeutics","Mr. Wiley has over 20 years of experience building, leading, and advising world-class machine learning, AI, and data science teams at companies at stages from startup to Fortune 50, holding titles such as CIO, CTO, and Chief Data Scientist.","4,8",weeks,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Introduction to Data Science</heading><subheading><item1>Project Details</item1></subheading></module1><module2><heading>Business Case for Data Science</heading><subheading></subheading></module2><module3><heading>Human Capital of Data Science</heading><subheading></subheading></module3><module4><heading> Data and Machine Learning Infrastructure Strategy</heading><subheading></subheading></module4><module5><heading>CAPSTONE PROJECT - Build a 100-Day Data Plan</heading><subheading></subheading></module5></mainmodule>",38838,22849,INR
<200 https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081>,Become a Cloud Developer using Microsoft Azure,"<p>Learn to build cloud-based applications on Microsoft Azure, the cloud services platform used by 95% of Fortune 500 companies.</p>","Intermediate programming experience, familiarity with SQL databases and Git","Microsoft Azure is one of the most popular cloud services platforms used by enterprises, making it a crucial tool for cloud computing professionals to add to their skillset. The Cloud Developer using Microsoft Azure Nanodegree program teaches students how to deploy, build, migrate, and monitor applications on Azure, thereby preparing learners for success on Microsoft’s AZ-204 Azure Developer Associate Expert certification.",Chris Vasquez| Ann K. Hoang| Golois Mouelet| Nathan Anderson,"Full-Stack Product Engineer, Udacity| Engineer & Research Scientist| Premier Field Engineer, Microsoft| DevOps Engineer, Goodyear Tire & Rubber Company","After beginning in restaurant and retail management, Chris transitioned his career to tech, leveraging Udacity and other training platforms to master several different programming languages on his journey to becoming a full-stack software engineer.| Ann is a Senior Software Engineer & AI Research Scientist at Raytheon BBN Technologies, where she currently works on maritime predictive modelings for the Dept. of Defense. She also has experience building applications at startups and deploying AWS cloud infrastructure for the Dept. of Veterans Affairs.| Golois is an experienced engineer specialized in building resilient and scalable cloud native applications as well as migrating software and systems to Azure. He has worked with enterprises on both cloud migration projects and application performance, and is Azure Certified both as a Developer and Solution Architect.| Nathan has worked on implementing DevOps solutions for the past 8 years across the financial, educational, logistics, and manufacturing industries.",4,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Azure Applications</heading><subheading><item1>Deploy an Article CMS to Azure</item1><item2>Deploying the Neighborly App with Azure Functions</item2><item3>Migrate App to Azure</item3><item4>Enhancing Applications</item4></subheading></module1><module2><heading>Azure Microservices</heading><subheading></subheading></module2><module3><heading>Azure Migration</heading><subheading></subheading></module3><module4><heading>Azure Performance</heading><subheading></subheading></module4></mainmodule>",77676,22849,INR
<200 https://www.udacity.com/course/digital-project-management-nanodegree--nd043>,Digital Project Management,"<p>Build confidence translating business requirements into project scope statements, creating project plans in Waterfall or Agile, and developing a high-performing team.</p>",Professional fluency in English,"You’ll master the skills necessary to successfully manage digital projects by overcoming challenges such as changing priorities, tightening deadlines, limited resources, unexpected pitfalls, and conflicting interests of key stakeholders.",Walyce Almeida,Program Manager at AWS,"Walyce is a program manager with a Masters in Technology Management from Columbia University and a Project Management Professional certification. Her experience includes bringing technical concepts to life via product ownership and digital project management. Prior to that, she was a journalist.",1,month,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Introduction to Digital Project Management</heading><subheading><item1>From Methodology to Execution</item1></subheading></module1><module2><heading>Digital Project Management</heading><subheading></subheading></module2></mainmodule>",,,INR
<200 https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230>,Intro to Machine Learning with TensorFlow,<p>Learn foundational machine learning techniques - from data manipulation to unsupervised and supervised algorithms.</p>,Intermediate Python,"Learn foundational machine learning algorithms, starting with data cleaning and supervised models. Then, move on to exploring deep and unsupervised learning. At each step, get practical experience by applying your skills to code exercises and projects.
",Cezanne Camacho| Mat Leonard| Luis Serrano| Dan Romuald Mbanga| Jennifer Staab| Sean Carrell| Josh Bernhard | Jay Alammar| Andrew Paster| Juan Delgado| Michael Virgo,Curriculum Lead| Instructor| Instructor| Instructor| Instructor| Instructor| Data Scientist at Nerd Wallet | Instructor| Instructor| Content Developer| Instructor,"Cezanne is a machine learning educator with a Masters in Electrical Engineering from Stanford University. As a former researcher in genomics and biomedical imaging, she’s applied machine learning to medical diagnostic applications.| Mat is a former physicist, research neuroscientist, and data scientist. He did his PhD and Postdoctoral Fellowship at the University of California, Berkeley. | Luis was formerly a Machine Learning Engineer at Google. He holds a PhD in mathematics from the University of Michigan, and a Postdoctoral Fellowship at the University of Quebec at Montreal. | Dan leads Amazon AI’s Business Development efforts for Machine Learning Services. Day to day, he works with customers—from startups to enterprises—to ensure they are successful at building and deploying models on Amazon SageMaker.| Jennifer has a PhD in Computer Science and a Masters in Biostatistics; she was a professor at Florida Polytechnic University. She previously worked at RTI International and United Therapeutics as a statistician and computer scientist.| Sean Carrell is a former research mathematician specializing in Algebraic Combinatorics. He completed his PhD and Postdoctoral Fellowship at the University of Waterloo, Canada.| Josh has been sharing his passion for data for nearly a decade at all levels of university, and as Lead Data Science Instructor at Galvanize. He's used data science for work ranging from cancer research to process automation.| Jay has a degree in computer science, loves visualizing machine learning concepts, and is the Investment Principal at STV, a $500 million venture capital fund focused on high-technology startups.| Andrew has an engineering degree from Yale, and has used his data science skills to build a jewelry business from the ground up. He has additionally created courses for Udacity’s Self-Driving Car Engineer Nanodegree program.| Juan is a computational physicist with a Masters in Astronomy. He is finishing his PhD in Biophysics. He previously worked at NASA developing space instruments and writing software to analyze large amounts of scientific data using machine learning techniques.| After beginning his career in business, Michael utilized Udacity Nanodegree programs to build his technical skills, eventually becoming a Self-Driving Car Engineer at Udacity before switching roles to work on curriculum development for a variety of AI and Autonomous Systems programs.",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Supervised Learning</heading><subheading><item1>Find Donors for CharityML</item1><item2>Create Your Own Image Classifier</item2><item3>Create Customer Segments</item3></subheading></module1><module2><heading>Deep Learning</heading><subheading></subheading></module2><module3><heading>Unsupervised Learning</heading><subheading></subheading></module3></mainmodule>",58257,22849,INR
<200 https://www.udacity.com/course/site-reliability-engineer-nanodegree--nd087>,Site Reliability Engineer,<p>Master the job-ready skills you need to be a successful site reliability engineer and start designing systems to automate responses to software site issues.</p>,"Python or Java, Bash or Powershell, Linux, UNIX Shell and SQL","Master the skills necessary to become a successful site reliability engineer. Learn to build automation tools that ensure designed solutions respond to requirements such as availability, performance, security, and maintainability.","Nathan Anderson, MBA| Travis Scotto| Emmanuel Apau| Sonny Sevin",Global Cloud Architect| Site Reliability Engineer| CTO of Mechanicode.io| Site Reliability Engineer,"Nathan is a Certified Six Sigma Black Belt and has 10+ years of experience in IT in multiple industries. He is also the Instructor for two other Udacity courses: Ensuring Quality Releases and Azure Performance.| Travis Scotto has worked in technology for 10 years. He has worked in various infrastructure roles: virtualization, databases, and monitoring. As an SRE, he employs automation and monitoring daily. He also has adjunct taught IT classes for 4.5 years.| Emmanuel  is co-founder of the Black Code Collective and DC's Technical.ly RealLIST Engineer award recipient. An AWS Certified DevSecOps specialist with 12 years of experience, he has spent his career developing innovative solutions using DevSecOps & Site reliability best practices.| Sonny is an SRE with a varied background. He has dabbled in research at Lawrence Berkeley National Labs before moving into site reliability engineering to have a more hands on role. He has been published in several computing journals, as well as taught introductory programming courses.",4,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Foundations of Observability</heading><subheading><item1>Observing Cloud Resources</item1><item2>Deploying HA Infrastructure</item2><item3>Deployment Roulette</item3><item4>Plan, Reduce, Repeat</item4></subheading></module1><module2><heading> Planning for High Availability and Incident Response</heading><subheading></subheading></module2><module3><heading>Self-Healing Architecture</heading><subheading></subheading></module3><module4><heading>Establishing a Culture of Reliability</heading><subheading></subheading></module4></mainmodule>",77676,22849,INR
<200 https://www.udacity.com/course/security-engineer-nanodegree--nd698>,Security Engineer,<p>Gain the highly sought-after skills to protect an organization’s computer networks and systems from security threats or attacks.</p>,"Basics of Python, experience configuring Windows and Linux environments","You’ll master the foundational skills necessary to become a successful Security Engineer. This program will focus on how to protect a company’s computer systems, networks, applications and infrastructure from security threats or attacks.",Taylor Lobb| Abhinav Singh| Rod Soto| Dev Badlu,"Head of Information Security, Clearwater Analytics| Engineer/Consultant, Amazon Web Services| Principal Security Research Engineer, Splunk| VP of Product Innovation","Taylor is an information security leader with over 10 years experience building a wide range of security programs. Taylor is currently head of information security for Clearwater Analytics. Previously he was a leader in application security at Adobe.| Abhinav is a cybersecurity researcher with nearly a decade of experience working for global leaders in security technology, financial institutions and as an independent consultant. He is the author of Metasploit Penetration Testing Cookbook and Instant Wireshark Starter, as well as many papers, articles, and blogs.| Rod has over 15 years of experience in information technology and security. He has worked at Prolexic, Akamai, Caspida, and Splunk. He is the co-founder of HackMiami and the Pacific Hackers meetup and conferences.| Dev has worked in the cybersecurity field for more than 10 years, and is now VP of Product Innovation at one of the top cybersecurity companies. His area of expertise is red team and exploit development, with a focus on active cybersecurity defense.",4,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Security Engineering Fundamentals</heading><subheading><item1>TimeSheets</item1><item2>Responding to a Nation-State Cyber Attack</item2><item3>Adversarial Resilience: Assessing Infrastructure Security</item3><item4>Vulnerable Web Application</item4></subheading></module1><module2><heading>System Security</heading><subheading></subheading></module2><module3><heading>Infrastructure Security</heading><subheading></subheading></module3><module4><heading>Application Security</heading><subheading></subheading></module4></mainmodule>",77676,22849,INR
<200 https://www.udacity.com/course/marketing-analytics-nanodegree--nd028>,Become a Marketing Analyst,"<p>Gain foundational data skills applicable to marketing. Collect and analyze data, model marketing scenarios, and communicate your findings with Excel, Tableau, Google Analytics, and Data Studio. </p>",No Prerequisites,"In this program, you’ll learn foundational data skills, gain an in-depth understanding of Google Analytics and marketing analytics. You’ll learn to analyze data and build models with Excel, Data Studio, and create informative data visualizations with Tableau.",Brad Batesole| Josh Bernhard| Dana Sheahen| Mat Leonard| Anke Audenaert,Marketing Executive| Data Scientist at Nerd Wallet | Content Developer| Content Developer| Instructor,"Brad is a marketing executive who has led teams of top marketers at top companies; Lynda.com, TMZ, LegalZoom, and LinkedIn. He has extensive experience from every angle, from marketing strategy and user experience to social media, paid media, and SEO.| Josh has been sharing his passion for data for nearly a decade at all levels of university, and as Lead Data Science Instructor at Galvanize. He's used data science for work ranging from cancer research to process automation.| Dana is an electrical engineer with a Masters in Computer Science from Georgia Tech. Her work experience includes software development for embedded systems in the Automotive Group at Motorola, where she was awarded a patent for an onboard operating system.| Mat is a former physicist, research neuroscientist, and data scientist. He did his PhD and Postdoctoral Fellowship at the University of California, Berkeley.| Anke led the development of Digital Marketing programs at Udacity. She previously ran Market Research at Yahoo!, co-founded two companies, and is on the marketing faculty at UCLA Anderson. ",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Introduction to Data Analysis</heading><subheading><item1>Interpret a Data Visualization</item1><item2>Storytelling With Data</item2><item3>Advanced Displays, Segments & Views</item3><item4>Crafting an Analytic Brief</item4></subheading></module1><module2><heading>Data Visualization</heading><subheading><item1>Analyze Survey Data</item1><item2>Build Data Dashboards</item2><item3>Navigating, Reports, & Dashboards</item3><item4>Create a Campaign Report</item4></subheading></module2><module3><heading>Google Analytics</heading><subheading></subheading></module3><module4><heading>Marketing Analytics</heading><subheading></subheading></module4></mainmodule>",58257,22849,INR
<200 https://www.udacity.com/course/cloud-devops-using-microsoft-azure-nanodegree--nd082>,Cloud DevOps using Microsoft Azure,"<p>Learn to develop and deploy cloud-based applications on Microsoft Azure, the cloud services platform used by 95% of Fortune 500 companies.</p>","Intermediate Python, familiarity with Linux shell scripting and cloud concepts","Microsoft Azure is one of the most popular cloud services platforms used by enterprises, making it a crucial tool for cloud computing professionals to add to their skillset. The Cloud DevOps using Microsoft Azure Nanodegree program teaches students how to deploy, test, and monitor cloud applications on Azure, thereby preparing learners for success on Microsoft’s AZ-400 DevOps Engineer Expert certification exam.",Noah Gift| Erick Galinkin| Nathan Anderson,"Founder of Pragmatic AI Labs| Principal AI Researcher | Rapid7| DevOps Engineer, Goodyear Tire & Rubber Company","Noah Gift teaches and consults at top universities and companies globally, including Duke and Northwestern. His areas of expertise are Machine Learning, MLOps, A.I., Data Science, and Cloud Architecture. Noah has authored several bestselling books, including <em>Python for DevOps</em>.| Erick Galinkin is a hacker and computer scientist, leading research at the intersection of security and artificial intelligence at Rapid7. He has spoken at numerous industry and academic conferences on topics ranging from malware development to game theory in security.| Nathan has worked on implementing DevOps solutions for the past 8 years across the financial, educational, logistics, and manufacturing industries.",3,months,2022-10-12T00:00:00,"<?xml version=""1.0""?><mainmodule><module1><heading>Azure Infrastructure Operations</heading><subheading><item1>Deploying a Web Server in Azure</item1><item2>Building a CI/CD Pipeline</item2><item3>Ensuring Quality Releases</item3></subheading></module1><module2><heading>Agile Development with Azure</heading><subheading></subheading></module2><module3><heading>Ensuring Quality Releases (Quality Assurance)</heading><subheading></subheading></module3></mainmodule>",58257,22849,INR
